DocumentType,DocumentTitle,Abstract,Author,Editor,BookAuthors,PublicationName,Publisher,PublicationYear,PrintedPublicationYear,PublisherCity,Volume,Issue,StartPage,EndPage,BookTitle,BookSeriesTitle,Descriptors,PMID,ID,Correspondence,ISSN,ISBN,DOI
"Journal Article","Statistical models for multilevel skewed physical activity data in health research and behavioral medicine.","Objective: Researchers who study physical activity often use outcome variables that have a lower bound of zero and are positively skewed (e.g., minutes of physical activity in a day). Researchers also often use statistical methods that assume the outcome is normally distributed or transform the outcome as an attempt to make it more normal, both of which can be problematic. In this article, the authors describe multilevel 2-part models that use a mixture of logistic regression—to predict whether a person was active—and gamma regression—to predict amount of activity if there was activity. Method: The authors contrast the 2-part models to a linear multilevel model using data from a longitudinal study of physical activity (N = 113; 2,305 observations). The dependent variable was minutes of moderate-to-vigorous activity in a day and the predictor variables were day, satisfaction, and gender. Results: The 2-part models outperform the linear model and provide researchers critical information that is conceptually relevant, such as distinguishing between predictors of whether activity occurred and of how much activity occurred. Conclusions: Two-part models represent a flexible and useful addition to the analysis repertoire of health researchers. To assist researchers in learning these methods, the online supplemental materials provide additional technical information as well as annotated computer code for estimating these models. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Baldwin, Scott A.;Fellingham, Gilbert W.;Baldwin, Austin S.","","","","American Psychological Association","2016","","US","35","6","552","562","","","*Mathematical Modeling;  *Physical Activity;  *Statistical Analysis;  *Statistical Regression; Health; Behavioral Medicine","26881287","2016-07795-001","Baldwin, Scott A.: Department of Psychology, Brigham Young University, 268 TLRB, Provo, UT, US, 84602, scott_baldwin@byu.edu","1930-7810(Electronic);0278-6133(Print)","","https://doi.org/10.1037/hea0000292"
"Journal Article","Early outcomes and lessons learned from a study of the Building Recovery of Individual Dreams and Goals through Education and Support (BRIDGES) program in Tennessee.","Objective: Peer-led education interventions have the potential to provide mental health consumers with the knowledge, skills and support they need to live successful and rewarding self-determined lives. However, few studies have explored whether and how these interventions enhance recovery. This study addresses this knowledge gap by examining changes among 160 participants in the Building Recovery of Individual Dreams and Goals (BRIDGES) education program. BRIDGES is a peer-led 8-week course taught by trained instructors who publicly disclose the fact that they are in recovery from mental illness. Method: Structured interviews assessing recovery outcomes were conducted with participants in the month prior to their receipt of BRIDGES, and immediately after receipt of the intervention. Paired t-tests were conducted to examine changes in psychiatric symptoms, hopefulness, social support, self-advocacy, empowerment, adaptive coping, and recovery pre-receipt and post-receipt of BRIDGES. Results: Post-receipt of BRIDGES, participants reported significantly fewer psychiatric symptoms, decreased use of maladaptive coping behaviors, and increased feelings of hopefulness, self-advocacy, empowerment, and recovery. Conclusions: These promising early results from our ongoing study of BRIDGES suggest that peer-led education interventions are a valuable resource. Additional research is needed to better understand the effectiveness of these interventions, including potential long-term post-program participation benefits. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","Pickett, Susan A.;Diehl, Sita;Steigman, Pamela J.;Prater, Joy D.;Fox, Anthony;Cook, Judith A.","","","","International Association of Psychosocial Rehabilitation Services and Department of Rehabilitation Counseling, Sargent College of Health and Rehabilitation Services, Boston University","2010","","US","34","2","96","103","","","*Mental Disorders;  *Peers;  *Psychoeducation;  *Rehabilitation;  *Support Groups; Recovery (Disorders)","20952362","2010-22360-005","Pickett, Susan A.: UIC Dept of Psychiatry, 1601 W. Taylor St., Chicago, IL, US, 60612, pickett@psych.uic.edu","1559-3126(Electronic);1095-158X(Print)","","https://doi.org/10.2975/34.2.2010.96.103"
"Journal Article","Translation of associative learning models into extinction reminders delivered via mobile phones during cue exposure interventions for substance use.","Despite experimental findings and some treatment research supporting the use of cues as a means to induce and extinguish cravings, interventions using cue exposure have not been well integrated into contemporary substance abuse treatments. A primary problem with exposure-based interventions for addiction is that after learning not to use substances in the presence of addiction cues inside the clinic (i.e., extinction), stimuli in the naturalistic setting outside the clinic may continue to elicit craving, drug use, or other maladaptive conditioned responses. For exposure-based substance use interventions to be efficacious, new approaches are needed that can prevent relapse by directly generalizing learning from the therapeutic setting into naturalistic settings associated with a high risk for relapse. Basic research suggests that extinction reminders (ERs) can be paired with the context of learning new and more adaptive conditioned responses to substance abuse cues in exposure therapies for addiction. Using mobile phones and automated dialing and data collection software, ERs can be delivered in everyday high-risk settings to inhibit conditioned responses to substance-use-related stimuli. In this review, we describe how associative learning mechanisms (e.g., conditioned inhibition) can inform how ERs are conceptualized, learned, and implemented to prevent substance use when delivered via mobile phones. This approach, exposure with portable reminders of extinction, is introduced as an adjunctive intervention that uses brief automated ERs between clinic visits when individuals are in high-risk settings for drug use. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Rosenthal, M. Zachary;Kutlu, Munir G.","","","","American Psychological Association","2014","","US","28","3","863","871","","","*Conditioned Responses;  *Drug Abuse;  *Exposure Therapy;  *Extinction (Learning);  *Intervention; Associative Processes; Craving; Cues; Mobile Devices","25134055","2014-33501-001","Rosenthal, M. Zachary: Cognitive Behavioral Research and Treatment Program, Department of Psychiatry and Behavioral Sciences, Duke University Medical Center,, Box 3026, 2213 Elba Street, Durham, NC, US, 27705, rosen025@mc.duke.edu","1939-1501(Electronic);0893-164X(Print)","","https://doi.org/10.1037/a0037082"
"Journal Article","Q-learning: A data analysis method for constructing adaptive interventions.","Increasing interest in individualizing and adapting intervention services over time has led to the development of adaptive interventions. Adaptive interventions operationalize the individualization of a sequence of intervention options over time via the use of decision rules that input participant information and output intervention recommendations. We introduce Q-learning, which is a generalization of regression analysis to settings in which a sequence of decisions regarding intervention options or services is made. The use of Q is to indicate that this method is used to assess the relative quality of the intervention options. In particular, we use Q-learning with linear regression to estimate the optimal (i.e., most effective) sequence of decision rules. We illustrate how Q-learning can be used with data from sequential multiple assignment randomized trials (SMARTs; Murphy, 2005) to inform the construction of a more deeply tailored sequence of decision rules than those embedded in the SMART design. We also discuss the advantages of Q-learning compared to other data analysis approaches. Finally, we use the Adaptive Interventions for Children With ADHD SMART study (Center for Children and Families, University at Buffalo, State University of New York, William E. Pelham as principal investigator) for illustration. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Nahum-Shani, Inbal;Qian, Min;Almirall, Daniel;Pelham, William E.;Gnagy, Beth;Fabiano, Gregory A.;Waxmonsky, James G.;Yu, Jihnhee;Murphy, Susan A.","","","","American Psychological Association","2012","","US","17","4","478","494","","","*Decision Making;  *Intervention;  *Learning; Statistical Analysis","23025434","2012-26174-001","Nahum-Shani, Inbal: Institute for Social Research, 426 Thompson Street, Ann Arbor, MI, US, 48106, inbal@umich.edu","1939-1463(Electronic);1082-989X(Print)","","https://doi.org/10.1037/a0029373"
"Journal Article","Cultural considerations for autonomy and medical adherence in a young Palestinian American Muslim female with spina bifida: A longitudinal case study in a research context.","This case study examines the unique presentation of a young Palestinian American Muslim female who is a part of an ongoing longitudinal study examining family and peer relationships, psychological adjustment, and neuropsychological functioning in youth with spina bifida. Throughout 10 years of data collection, Palestinian-Arab culture and Islamic faith have consistently emerged as important factors that can be considered when interpreting this participant’s general level of autonomy, medical autonomy, medical adherence, and psychological adjustment. This case study examines important aspects of adaptive and independent functioning for youth with spina bifida and how this family’s culture interacts with these different domains of functioning. In order to fully capture this family’s distinct lived experience, this case study reviews both quantitative data and qualitative data, highlighting the importance of considering context when performing clinical research. Moreover, it explores potential conflicts between an Arab collectivist family structure and Western biomedical ethics and suggests how clinicians might navigate these conflicts and bolster culturally rooted strengths of families and patients from non-Western backgrounds. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","Ohanian, Diana M.;Stiles-Shields, Colleen;Afzal, Khalid I.;Driscoll, Colleen F. Bechtel;Papadakis, Jaclyn Lennon;Stern, Alexa;Starnes, Meredith;Holmbeck, Grayson N.","","","","Educational Publishing Foundation","2018","","US","6","4","386","397","","","*Family Relations;  *Self-Management;  *Sociocultural Factors;  *Spina Bifida;  *Treatment Compliance; Arabs; Bioethics; Emotional Adjustment; Family Structure; Family; Peer Relations; Test Construction; Autonomy; Muslim Americans","","2018-62904-009","Holmbeck, Grayson N.: Department of Psychology, Loyola University Chicago, 1032 West Sheridan Road, Chicago, IL, US, 60660, gholmbe@luc.edu","2169-4834(Electronic);2169-4826(Print)","978-1-4338-9220-2","https://doi.org/10.1037/cpp0000250"
"Journal Article","Dynamic conflicts in recurrent major depression: Does combined short-term psychotherapy and antidepressive medication lead to healthy dynamic functioning?","After Malan, Heath, Bacal, and Balfour’s (1975) pioneering empirical work, there has been a growing interest in studying whether psychotherapy improves dynamic conflicts. We examined whether dynamic conflicts and adaptation to conflicts improve following short-term psychotherapy. Twelve patients with acute recurrent major depression were randomized to receive antidepressive medications plus 20 sessions of either cognitive–behavioral or dynamic psychotherapy. The Psychodynamic Conflict Rating Scales (PCRS) assessed conflicts and adaptation to conflicts at intake and 1-year follow-up. The Hamilton and Beck Depression Scales assessed depression, and defenses were rated at intake and at 1 year. Significant change was found on measures of depression. Dynamic conflicts showed significant improvement in levels of adaptation (median/mean effect size = 1.41/.92, 95% confidence interval [CI] [.03, 1.81]). However, change in Overall Pathological Conflict scores was not significant (median/mean effect size = 1.23/.85, 95% CI [−.28, 1.99]), principally because 1/3 of subjects failed to progress in this time frame. At 1 year, change in Overall Pathological Conflict scores correlated with self-report (rs = −.72, 95% CI [−94, .01]) but not observer-rated depression. At 1 year, PCRS Conflict scores were correlated with defensive functioning (rs = .77, 95% CI [−.95, −.10]). Short-term psychotherapy was associated with improvement in depression and adaptation to conflict, but there was more heterogeneity in improvement in conflict pathology. The PCRS showed convergent validity with defensive functioning. Longer term therapies and follow-up may be required to develop dynamic recovery and resistance to recurrences of major depression. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","Perry, J. Christopher;Constantinides, Prometheas;Simmonds, Joshua","","","","Educational Publishing Foundation","2017","","US","34","1","3","12","","","*Antidepressant Drugs;  *Brief Psychotherapy;  *Major Depression;  *Psychodynamics;  *Recurrent Depression; Cognitive Behavior Therapy; Conflict; Defense Mechanisms","","2016-15306-001","Perry, J. Christopher: Institute of Community and Family Psychiatry, Sir Mortimer B. Davis – Jewish General Hospital, 4333 Chemin de la Côte Ste-Catherine, Montréal, PQ, Canada, H3T 1E4, jchristopher.perry@mcgill.ca","1939-1331(Electronic);0736-9735(Print)","","https://doi.org/10.1037/pap0000058"
"Journal Article","Comprehensive grief care for children and families: Policy and practice implications.","Since the 1998 publication of the groundbreaking Adverse Childhood Experiences (ACE) Study conducted by the Centers for Disease Control and Prevention and Kaiser Permanente, increased research and funding has focused on mitigating experiences that place children at risk for developmental disruption. Surprisingly, the death of a parent, sibling, or other important attachment figure—often noted as one of the most disruptive and potentially traumatic experiences for a child—has received relatively little attention in these efforts. This article explores the current landscape of support for grieving children and families— including significant barriers to care and gaps in empirical knowledge. Given the complexity of the issue and the nascent state of the childhood bereavement field, it is fertile ground for social innovations that challenge current norms. In addition, the argument is made for a strengths-based, wellness approach to childhood bereavement that seizes upon opportunities to both promote adaptive adjustment and prevent further complications of unaddressed grief and trauma. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","Griese, Brook;Burns, Michaeleen R.;Farro, Samantha A.;Silvern, Louise;Talmi, Ayelet","","","","Educational Publishing Foundation","2017","","US","87","5","540","548","","","*At Risk Populations;  *Bereavement;  *Childhood Development;  *Grief;  *Prevention; Coping Behavior; Health Care Psychology; Trauma","28945443","2017-42208-002","Griese, Brook: Judi’s House, Denver, CO, US, 80206, brook@judishouse.org","1939-0025(Electronic);0002-9432(Print)","","https://doi.org/10.1037/ort0000265"
"Journal Article","Discrimination, segregation, and chronic inflammation: Testing the weathering explanation for the poor health of Black Americans.","Several studies have reported a relation between race-related stressors and the poor health of Black Americans. Such findings raise questions regarding the mediating biological mechanisms that might account for this link. The present study investigated elevated systemic inflammation, a factor shown to be a strong predictor of chronic illness and mortality in all ethnic populations, as a possible factor. Using 7 waves of data from the Family and Community Health Study, collected over a 20-year period from over 400 Black Americans, we investigated the extent to which exposure to discrimination and segregation at various points in the life course predicted adult inflammation at age 28. Our analyses examined whether cumulative stress, stress generation, or predictive adaptive response (PAR) models best accounted for any associations that existed between these race-related stressors and adult inflammation. At every wave of data collection, assessments of discrimination and segregation were related to adult inflammation. However, multivariate analyses using structure equation modeling indicated that the PAR model best explained the effect of these race-related stressors on inflammation. Exposure to discrimination and segregation during the juvenile years predicted adult inflammation and amplified the inflammatory effect of adult exposure to these race-related stressors. These effects were considerably more robust than that of traditional health risk factors such as diet, exercise, smoking, and low SES. Implications of these findings are discussed, including the limitations of the widely accepted risk factor approach to increasing the health of Black Americans. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","Simons, Ronald L.;Lei, Man-Kit;Beach, Steven R. H.;Barr, Ashley B.;Simons, Leslie G.;Gibbons, Frederick X.;Philibert, Robert A.","","","","American Psychological Association","2018","","US","54","10","1993","2006","","","*Discrimination;  *Inflammation;  *Social Integration;  *Stress;  *Health Disparities; Blacks; Chronic Illness; Chronic Stress; Death and Dying; Life Span; Risk Factors; Test Construction","","2018-46265-013","Simons, Ronald L.: Department of Sociology, University of Georgia, 324 Baldwin Hall, Athens, GA, US, 30606, rsimons@uga.edu","1939-0599(Electronic);0012-1649(Print)","","https://doi.org/10.1037/dev0000511"
"Journal Article","Sensory processing, participation, and recovery in adults with serious mental illnesses.","Objective: People with serious mental illnesses (SMI) have different sensory processing patterns compared to the general population. The purpose of the study was to examine the relationship between different sensory processing patterns and community participation and recovery-oriented outcomes to inform the development of innovative rehabilitation interventions, including those resulting in more accommodating environments. Methods: A quasi-experimental, comparative research design was conducted by using data obtained from 95 adults with SMI who received public mental health services. Participants completed a sensory processing profile and measures of community participation, recovery, and quality of life. Comparisons were made between sensory profile categories for each dependent variable using multivariate analyses of variance. Results: The category with more evidence of self-reported low registration and sensory sensitivity than most reported less participation and lower levels of recovery than did their peers with processing patterns in typical ranges. The category with more self-reported sensory sensitivity than most reported lower quality of life. Finally, the category in the “similar” to “more than most” range on self-reported sensory seeking had higher levels of participation and recovery. Conclusions and Implications for Practice: Assessment of sensory processing patterns in adults with SMI can inform sensory-based interventions that might result in greater community participation and other recovery outcomes. Interventions can include those that seek to enhance person–environment fit by altering the environment, as well as interventions that enhance adaptive sensory responses to external stimuli. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Pfeiffer, Beth;Brusilovskiy, Eugene;Bauer, Julie;Salzer, Mark S.","","","","Educational Publishing Foundation","2014","","US","37","4","289","296","","","*Mental Disorders;  *Recovery (Disorders);  *Severity (Disorders); Perceptual Motor Processes","25496199","2014-54579-002","Pfeiffer, Beth: Department of Rehabilitation Sciences, Temple University, 3307 North Broad Street, Philadelphia, PA, US, 19140, bpfeiffe@temple.edu","1559-3126(Electronic);1095-158X(Print)","","https://doi.org/10.1037/prj0000099"
"Journal Article","A longitudinal naturalistic study of patients with dissociative disorders treated by community clinicians.","Severe dissociative disorders (DD) are associated with high levels of impairment, treatment utilization, and treatment costs, yet relatively little systematic research has focused on treatment for these challenging patients. The goal of this naturalistic observational 30-month follow-up study of an international sample of patients with dissociative disorders was to determine if treatment provided by community providers was associated with improvements in symptoms and adaptive functioning. The patients were diagnosed with dissociative identity disorder (DID) and dissociative disorder not otherwise specified (DDNOS). The patients and their therapists completed surveys at study entry and at 6-, 18-, and 30-month follow-up. At the 30-month follow-up, 119 of the original 226 patients completed the surveys. According to patients’ reports, they showed decreased levels of dissociation, posttraumatic stress disorder symptoms, general distress, drug use, physical pain, and depression over the course of treatment. As treatment progressed, patients reported increased socializing, attending school or volunteering, and feeling good. According to therapists’ reports, patients engaged in less self-injurious behavior and had fewer hospitalizations as well as increased global assessment of functioning scores (American Psychiatric Association, 2000) and adaptive capacities over time. These results suggest that treatment provided by therapists who have training in treating DID/DDNOS appears to be beneficial across a number of clinical domains. Additional research into the treatment of DD is warranted. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Brand, Bethany L.;McNary, Scot W.;Myrick, Amie C.;Classen, Catherine C.;Lanius, Ruth;Loewenstein, Richard J.;Pain, Clare;Putnam, Frank W.","","","","Educational Publishing Foundation","2013","","US","5","4","301","308","","","*Clinicians;  *Dissociative Identity Disorder;  *Treatment; Dissociation; Posttraumatic Stress Disorder; Trauma","","2012-08580-001","Brand, Bethany L.: Department of Psychology, Towson University, Liberal Arts Bldg. 8000 York Road, Towson, MD, US, 21252, bbrand@towson.edu","1942-969X(Electronic);1942-9681(Print)","","https://doi.org/10.1037/a0027654"
"Journal Article","Designing adaptive intensive interventions using methods from engineering.","Objective: Adaptive intensive interventions are introduced, and new methods from the field of control engineering for use in their design are illustrated. Method: A detailed step-by-step explanation of how control engineering methods can be used with intensive longitudinal data to design an adaptive intensive intervention is provided. The methods are evaluated via simulation. Results: Simulation results illustrate how the designed adaptive intensive intervention can result in improved outcomes with less treatment by providing treatment only when it is needed. Furthermore, the methods are robust to model misspecification as well as the influence of unobserved causes. Conclusions: These new methods can be used to design adaptive interventions that are effective yet reduce participant burden. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Lagoa, Constantino M.;Bekiroglu, Korkut;Lanza, Stephanie T.;Murphy, Susan A.","","","","American Psychological Association","2014","","US","82","5","868","878","","","*Intervention;  *Online Therapy;  *Telemedicine;  *Treatment;  *Mobile Devices; Smoking Cessation; Smartphones","25244394","2014-38613-003","Murphy, Susan A.: Department of Statistics, University of Michigan, Ann Arbor, MI, US, 48109","1939-2117(Electronic);0022-006X(Print)","1-4338-1955-4","https://doi.org/10.1037/a0037736"
"Journal Article","Examining clinical judgment in an adaptive intervention design: The fast track program.","Although clinical judgment is often used in assessment and treatment planning, rarely has research examined its reliability, validity, or impact in practice settings. This study tailored the frequency of home visits in a prevention program for aggressive- disruptive children (n = 410; 56% minority) on the basis of 2 kinds of clinical judgment: ratings of parental functioning using a standardized multi-item scale and global assessments of family need for services. Stronger reliability and better concurrent and predictive validity emerged for the 1st kind of clinical judgment than for the 2nd. Exploratory analyses suggested that using ratings of parental functioning to tailor treatment recommendations improved the impact of the intervention by the end of 3rd grade but using more global assessments of family need did not. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Bierman, Karen L.;Nix, Robert L.;Maples, Jerry J.;Murphy, Susan A.","","","","American Psychological Association","2006","","US","74","3","468","481","","","*Behavior Problems;  *Clinical Judgment (Not Diagnosis);  *Intervention;  *Treatment Planning; Measurement; Parents","16822104","2006-08433-007","Bierman, Karen L.: Department of Psychology, Pennsylvania State University, 106 East Henderson, University Park, PA, US, 16802, kb2@psu.edu","1939-2117(Electronic);0022-006X(Print)","","https://doi.org/10.1037/0022-006X.74.3.468"
"Journal Article","Video-based mobile health interventions for people with schizophrenia: Bringing the “pocket therapist” to life.","Objective: To examine whether video-based mobile health (mHealth) interventions are feasible, acceptable, understandable, and engaging to people with schizophrenia. Method: This study used a mixed-methods design. Ten individuals with schizophrenia spectrum disorders were recruited for a month-long trial in which they used FOCUS-Audio/Video (FOCUS–AV), a smartphone system that offers video and written intervention options. Participants completed posttrial measures and engaged in semistructured interviews. Findings: One participant dropped out. The remaining 9 participants used intervention videos successfully. Participants responded to 67% of system-delivered prompts to engage FOCUS–AV, and 52% of FOCUS–AV use was initiated by the users. On average, participants used interventions 6 days a week, 4 times daily. Participants used video functions an average of 28 times. They chose video over written interventions on 67% of the times they used on-demand functions but opted for written content 78% of the times they responded to prescheduled prompts. Clinician videos were rated as more personal, engaging, and helpful than written interventions. Video and written interventions were rated as equally usable and understandable. Written interventions were rated as more favorable in letting users proceed at their own pace. Similarly to what is seen in live therapy, the communication style and demeanor of clinicians depicted in intervention videos reportedly affected participants’ experience with treatment. Conclusions and Implications for Practice: Video-based mHealth may be a feasible, usable, acceptable, and highly engaging method for flexible delivery of interventions to people with schizophrenia using mobile technology. Producing intervention videos is more time-, labor-, and cost-intensive than generating written content, but participant feedback suggests that there may be added value in this approach. Additional research will determine whether video-based mHealth interventions lead to better, faster, or more sustainable clinical gains. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Ben-Zeev, Dror;Brian, Rachel M.;Aschbrenner, Kelly A.;Jonathan, Geneva;Steingard, Sandra","","","","Educational Publishing Foundation","2018","","US","41","1","39","45","","","*Disease Management;  *Intervention;  *Schizophrenia;  *Telemedicine;  *Mobile Devices; Digital Video; Test Construction; Mobile Phones; Smartphones; Mobile Health","27295133","2016-28957-001","Ben-Zeev, Dror: mHealth for Mental Health Program, Departments of Psychiatry and Biomedical Data Science, Dartmouth College, 46 Centerra Parkway, Ever-Green Center, Lebanaon, NH, US, 03766, dror.ben-zeev@dartmouth.edu","1559-3126(Electronic);1095-158X(Print)","","https://doi.org/10.1037/prj0000197"
"Journal Article","The reconstruction of narrative identity during mental health recovery: A complex adaptive systems perspective.","Objectives: 1) to understand the reconstruction of narrative identity during mental health recovery using a complex adaptive systems perspective, 2) to address the need for alternative approaches that embrace the complexities of health care. Method: A narrative review of published literature was conducted. Results: A complex adaptive systems perspective offers a framework and language that can assist individuals to make sense of their experiences and reconstruct their narratives during an often erratic and uncertain life transition. It is a novel research direction focused on a critical area of recovery and addresses the need for alternative approaches that embrace the complexities of health care. Conclusions and Implications for Practice: A complexity research approach to narrative identity reconstruction is valuable. It is an accessible model for addressing the complexities of recovery and may underpin the development of simple, practical recovery coaching tools. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Kerr, Douglas J. R.;Crowe, Trevor P.;Oades, Lindsay G.","","","","Educational Publishing Foundation","2013","","US","36","2","108","109","","","*Mental Health;  *Narratives;  *Recovery (Disorders); Coaching","23750761","2013-19404-005","Kerr, Douglas J. R.: School of Psychology, University of Wollongong, P.O. Box U351, Wollongong, NSW, Australia, 2500, djk712@uowmail.edu.au","1559-3126(Electronic);1095-158X(Print)","","https://doi.org/10.1037/h0094978"
"Journal Article","Job burnout in mental health providers: A meta-analysis of 35 years of intervention research.","Burnout is prevalent among mental health providers and is associated with significant employee, consumer, and organizational costs. Over the past 35 years, numerous intervention studies have been conducted but have yet to be reviewed and synthesized using a quantitative approach. To fill this gap, we performed a meta-analysis on the effectiveness of burnout interventions for mental health workers. We completed a systematic literature search of burnout intervention studies that spanned more than 3 decades (1980 to 2015). Each eligible study was independently coded by 2 researchers, and data were analyzed using a random-effects model with effect sizes based on the Hedges’ g statistic. We computed an overall intervention effect size and performed moderator analyses. Twenty-seven unique samples were included in the meta-analysis, representing 1,894 mental health workers. Interventions had a small but positive effect on provider burnout (Hedges’ g = .13, p = .006). Moderator analyses suggested that person-directed interventions were more effective than organization-directed interventions at reducing emotional exhaustion (Qbetween = 6.70, p = .010) and that job training/education was the most effective organizational intervention subtype (Qbetween = 12.50, p < .001). Lower baseline burnout levels were associated with smaller intervention effects and accounted for a significant proportion of effect size variability. The field has made limited progress in ameliorating mental health provider burnout. Based on our findings, we suggest that researchers implement a wider breadth of interventions that are tailored to address unique organizational and staff needs and that incorporate longer follow-up periods. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","Dreison, Kimberly C.;Luther, Lauren;Bonfils, Kelsey A.;Sliter, Michael T.;McGrew, John H.;Salyers, Michelle P.","","","","Educational Publishing Foundation","2018","","US","23","1","18","30","","","*Intervention;  *Mental Health Personnel;  *Occupational Stress; Treatment Effectiveness Evaluation","27643608","2016-44824-001","Dreison, Kimberly C.: Department of Psychology, Indiana University-Purdue University Indianapolis, 402 North Blackford Street, LD, Indianapolis, IN, US, 46202, kcdreher@iupui.edu","1939-1307(Electronic);1076-8998(Print)","","https://doi.org/10.1037/ocp0000047"
"Journal Article","Consultation as a means of veteran suicide prevention.","The development and implementation of a suicide consultation service being run by an interdisciplinary team in a metropolitan Veteran’s Administration (VA) medical center is described. This service is grounded in a collaborative theoretical framework. An overview of the consultation process and theoretical and empirical literature to support the framework used by the service are provided. Some of the interventions commonly recommended to referring clinicians to reduce client suicide risk are reviewed. Although there are many challenges to running a service such as this, the authors conclude that the model presented is flexible enough to be applied in a variety of settings. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Gutierrez, Peter M.;Brenner, Lisa A.;Olson-Madden, Jennifer H.;Breshears, Ryan E.;Homaifar, Beeta Y.;Betthauser, Lisa M.;Staves, Pamela;Adler, Lawrence E.","","","","American Psychological Association","2009","","US","40","6","586","592","","","*Military Veterans;  *Professional Consultation;  *Suicide Prevention; Collaboration; Measurement","","2009-23462-007","Gutierrez, Peter M.: Denver VA Medical Center, MIRECC, 1055 Clermont Street, Denver, CO, US, 80220, peter.gutierrez@va.gov","1939-1323(Electronic);0735-7028(Print)","","https://doi.org/10.1037/a0016497"
"Journal Article","An online optimism intervention reduces depression in pessimistic individuals.","Objective: Interest in online positive psychology interventions (OPPIs) continues to grow. The empirical literature has identified design factors (e.g., variety and duration of activities) and moderators (e.g., personality traits) that can influence their effectiveness. A randomized controlled trial tested an empirically informed OPPI designed to promote self-efficacy and an optimistic outlook. Pessimism was included as a trait moderator. Method: Participants (N = 466) were English-speaking adults interested in becoming happier. They were randomly assigned to complete either an OPPI cultivating optimism or a control condition writing about daily activities for 3 weeks. Follow-up assessments occurred 1 and 2 months following the exercise period. Results: A hierarchical linear model analysis indicated that the optimism intervention increased the pursuit of engagement-related happiness in the short term and reduced dysfunctional attitudes across follow-ups. Pessimistic individuals had more to gain and reported fewer depressive symptoms at post-test. Conclusions: These findings support the conclusion that empirically informed online interventions can improve psychological well-being, at least in the short run, and may be particularly helpful when tailored to the needs of the individual. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Sergeant, Susan;Mongrain, Myriam","","","","American Psychological Association","2014","","US","82","2","263","274","","","*Intervention;  *Major Depression;  *Online Therapy;  *Optimism; Positive Psychology","24417602","2014-01009-001","Mongrain, Myriam: Psychology Department, York University, 4700 Keene Street, Toronto, ON, Canada, M3J 1P3, mongrain@yorku.ca","1939-2117(Electronic);0022-006X(Print)","","https://doi.org/10.1037/a0035536"
"Journal Article","An experience sampling study examining the potential impact of a mindfulness-based intervention on emotion differentiation.","Research has shown that how well people can differentiate between different emotional states is an essential requirement for adaptive emotion regulation. People with low levels of emotion differentiation tend to be more vulnerable to develop emotional disorders. Although we know quite a lot about the correlates of emotion differentiation, research on factors or interventions which could improve emotion differentiation skills is scarce. Here, we hypothesize, and study empirically, whether a mindfulness-based intervention (MBI) may impact the differentiation of negative and positive emotions. A within-subjects pre-, post-, and follow-up design involving experience sampling was used. At each phase participants reported their current emotions and mindfulness skills up to 40 times across 4 consecutive days using smartphones. Multilevel modeling showed a significant improvement in negative emotion differentiation postintervention and at 4 months of follow-up, and a significant improvement in positive emotion differentiation at 4 months follow-up. The improvement in negative emotion differentiation, however, was no longer significant when controlling for levels of negative affect. A time-lagged mediation model showed that posttreatment changes in mindfulness skills mediated subsequent changes in negative emotion differentiation, also when controlling for levels of negative affect. These results suggest that MBI is a promising approach to improve people’s emotion differentiation skills. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Van der Gucht, Katleen;Dejonckheere, Egon;Erbas, Yasemin;Takano, Keisuke;Vandemoortele, Mathilde;Maex, Edel;Raes, Filip;Kuppens, Peter","","","","American Psychological Association","2019","","US","19","1","123","131","","","*Emotional States;  *Intervention;  *Mindfulness;  *Mindfulness-Based Interventions; Emotional Regulation; Test Construction; Emotion Recognition","29578747","2018-12194-001","Van der Gucht, Katleen: Faculty of Psychology and Educational Sciences, University of Leuven, Tiensestraat 102, Leuven, Belgium, 3000, katleen.vandergucht@kuleuven.be","1931-1516(Electronic);1528-3542(Print)","","https://doi.org/10.1037/emo0000406"
